"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"20062","Enrolment in primary education, both sexes (number)","ZAF","South Africa","2015","2015",7555842,,
"20062","Enrolment in primary education, both sexes (number)","LKA","Sri Lanka","2015","2015",1778176,,
"20062","Enrolment in primary education, both sexes (number)","SDN","Sudan","2015","2015",4518417,,
"20062","Enrolment in primary education, both sexes (number)","SUR","Suriname","2015","2015",71921,,
"20062","Enrolment in primary education, both sexes (number)","SWZ","Eswatini","2015","2015",241404,,
"20062","Enrolment in primary education, both sexes (number)","TJK","Tajikistan","2015","2015",683162,,
"20062","Enrolment in primary education, both sexes (number)","TZA","United Republic of Tanzania","2015","2015",8298282,,
"20062","Enrolment in primary education, both sexes (number)","THA","Thailand","2015","2015",5081079,,
"20062","Enrolment in primary education, both sexes (number)","TLS","Timor-Leste","2015","2015",243559,,
"20062","Enrolment in primary education, both sexes (number)","TGO","Togo","2015","2015",1498312,,
"20062","Enrolment in primary education, both sexes (number)","TON","Tonga","2015","2015",16982,,
"20062","Enrolment in primary education, both sexes (number)","TUN","Tunisia","2015","2015",1114883,,
"20062","Enrolment in primary education, both sexes (number)","TCA","Turks and Caicos Islands","2015","2015",2577,,
"20062","Enrolment in primary education, both sexes (number)","TUV","Tuvalu","2015","2015",1488,,
"20062","Enrolment in primary education, both sexes (number)","UGA","Uganda","2015","2015",8264317,,
"20062","Enrolment in primary education, both sexes (number)","UKR","Ukraine","2015","2015",1536578,,
"20062","Enrolment in primary education, both sexes (number)","ARE","United Arab Emirates","2015","2015",460975,,
"20062","Enrolment in primary education, both sexes (number)","URY","Uruguay","2015","2015",316864,,
"20062","Enrolment in primary education, both sexes (number)","UZB","Uzbekistan","2015","2015",2134601,,
"20062","Enrolment in primary education, both sexes (number)","VUT","Vanuatu","2015","2015",45931,,
"20062","Enrolment in primary education, both sexes (number)","VEN","Venezuela (Bolivarian Republic of)","2015","2015",3476473,,
"20062","Enrolment in primary education, both sexes (number)","VNM","Viet Nam","2015","2015",7543632,,
"20062","Enrolment in primary education, both sexes (number)","ZMB","Zambia","2015","2015",3215723,,
"20062","Enrolment in primary education, both sexes (number)","MAC","China, Macao Special Administrative Region","2015","2015",24252,,
"20062","Enrolment in primary education, both sexes (number)","SRB","Serbia","2015","2015",279220,,
"20062","Enrolment in primary education, both sexes (number)","MNE","Montenegro","2015","2015",37585,,
"20062","Enrolment in primary education, both sexes (number)","SSD","South Sudan","2015","2015",1273852,,
"20064","Enrolment in lower secondary education, both sexes (number)","AUS","Australia","2015","2015",1408489,,
"20064","Enrolment in lower secondary education, both sexes (number)","AUT","Austria","2015","2015",333535.16667,,
"20064","Enrolment in lower secondary education, both sexes (number)","BEL","Belgium","2015","2015",444573,,
"20064","Enrolment in lower secondary education, both sexes (number)","CAN","Canada","2015","2015",1151678,,
"20064","Enrolment in lower secondary education, both sexes (number)","CZE","Czechia","2015","2015",370387,,
"20064","Enrolment in lower secondary education, both sexes (number)","DNK","Denmark","2015","2015",241669,,
"20064","Enrolment in lower secondary education, both sexes (number)","FIN","Finland","2015","2015",178389,,
"20064","Enrolment in lower secondary education, both sexes (number)","FRA","France","2015","2015",3376340,,
"20064","Enrolment in lower secondary education, both sexes (number)","DEU","Germany","2015","2015",4543317.87482,,
"20064","Enrolment in lower secondary education, both sexes (number)","GRC","Greece","2015","2015",320754,,
"20064","Enrolment in lower secondary education, both sexes (number)","HUN","Hungary","2015","2015",385299,,
"20064","Enrolment in lower secondary education, both sexes (number)","ISL","Iceland","2015","2015",12714,,
"20064","Enrolment in lower secondary education, both sexes (number)","IRL","Ireland","2015","2015",189681,,
"20064","Enrolment in lower secondary education, both sexes (number)","ITA","Italy","2015","2015",1772841,,
"20064","Enrolment in lower secondary education, both sexes (number)","JPN","Japan","2015","2015",3551223,,
"20064","Enrolment in lower secondary education, both sexes (number)","KOR","Republic of Korea","2015","2015",1597985,,
"20064","Enrolment in lower secondary education, both sexes (number)","LUX","Luxembourg","2015","2015",21660,,
"20064","Enrolment in lower secondary education, both sexes (number)","MEX","Mexico","2015","2015",8660041,,
"20064","Enrolment in lower secondary education, both sexes (number)","NLD","Netherlands","2015","2015",816476,,
"20064","Enrolment in lower secondary education, both sexes (number)","NZL","New Zealand","2015","2015",242108,,
"20064","Enrolment in lower secondary education, both sexes (number)","NOR","Norway","2015","2015",194549,,
"20064","Enrolment in lower secondary education, both sexes (number)","POL","Poland","2015","2015",1116897,,
"20064","Enrolment in lower secondary education, both sexes (number)","PRT","Portugal","2015","2015",384971,,
"20064","Enrolment in lower secondary education, both sexes (number)","SVK","Slovakia","2015","2015",253671,,
"20064","Enrolment in lower secondary education, both sexes (number)","ESP","Spain","2015","2015",1624793,,
"20064","Enrolment in lower secondary education, both sexes (number)","SWE","Sweden","2015","2015",333721,,
"20064","Enrolment in lower secondary education, both sexes (number)","CHE","Switzerland","2015","2015",261629,,
"20064","Enrolment in lower secondary education, both sexes (number)","TUR","Turkey","2015","2015",5278107,,
"20064","Enrolment in lower secondary education, both sexes (number)","GBR","United Kingdom of Great Britain and Northern Ireland","2015","2015",2334678.91491,,
"20064","Enrolment in lower secondary education, both sexes (number)","USA","United States of America","2015","2015",12548809.26274,,
"20064","Enrolment in lower secondary education, both sexes (number)","AFG","Afghanistan","2015","2015",1669168,,
"20064","Enrolment in lower secondary education, both sexes (number)","ALB","Albania","2015","2015",175037,,
"20064","Enrolment in lower secondary education, both sexes (number)","AND","Andorra","2015","2015",3022,,
"20064","Enrolment in lower secondary education, both sexes (number)","ATG","Antigua and Barbuda","2015","2015",5447,,
"20064","Enrolment in lower secondary education, both sexes (number)","ARG","Argentina","2015","2015",2722856,,
"20064","Enrolment in lower secondary education, both sexes (number)","AZE","Azerbaijan","2015","2015",574374,,
"20064","Enrolment in lower secondary education, both sexes (number)","BHS","Bahamas","2015","2015",13216,,
"20064","Enrolment in lower secondary education, both sexes (number)","BHR","Bahrain","2015","2015",47336,,
"20064","Enrolment in lower secondary education, both sexes (number)","BGD","Bangladesh","2015","2015",8247058,,
"20064","Enrolment in lower secondary education, both sexes (number)","BRB","Barbados","2015","2015",12151,,
"20064","Enrolment in lower secondary education, both sexes (number)","BLR","Belarus","2015","2015",444599,,
"20064","Enrolment in lower secondary education, both sexes (number)","BLZ","Belize","2015","2015",28643,,
"20064","Enrolment in lower secondary education, both sexes (number)","BEN","Benin","2015","2015",706940,,
"20064","Enrolment in lower secondary education, both sexes (number)","BMU","Bermuda","2015","2015",1873,,
"20064","Enrolment in lower secondary education, both sexes (number)","BTN","Bhutan","2015","2015",53678,,
"20064","Enrolment in lower secondary education, both sexes (number)","BOL","Bolivia (Plurinational State of)","2015","2015",452589,,
"20064","Enrolment in lower secondary education, both sexes (number)","BIH","Bosnia and Herzegovina","2015","2015",134190,,
"20064","Enrolment in lower secondary education, both sexes (number)","BWA","Botswana","2015","2015",124305,,
"20064","Enrolment in lower secondary education, both sexes (number)","BRA","Brazil","2015","2015",13814655,,
"20064","Enrolment in lower secondary education, both sexes (number)","VGB","British Virgin Islands","2015","2015",1378,,
"20064","Enrolment in lower secondary education, both sexes (number)","BRN","Brunei Darussalam","2015","2015",14340,,
"20064","Enrolment in lower secondary education, both sexes (number)","BGR","Bulgaria","2015","2015",223664,,
"20064","Enrolment in lower secondary education, both sexes (number)","BFA","Burkina Faso","2015","2015",812324,,
"20064","Enrolment in lower secondary education, both sexes (number)","BDI","Burundi","2015","2015",499837,,
"20064","Enrolment in lower secondary education, both sexes (number)","KHM","Cambodia","2015","2015",565286,,
"20064","Enrolment in lower secondary education, both sexes (number)","CMR","Cameroon","2015","2015",1470364,,
"20064","Enrolment in lower secondary education, both sexes (number)","CPV","Cabo Verde","2015","2015",34932,,
"20064","Enrolment in lower secondary education, both sexes (number)","TCD","Chad","2015","2015",357416,,
"20064","Enrolment in lower secondary education, both sexes (number)","CHL","Chile","2015","2015",514170,,
"20064","Enrolment in lower secondary education, both sexes (number)","CHN","China","2015","2015",44410804,,
"20064","Enrolment in lower secondary education, both sexes (number)","COL","Colombia","2015","2015",3458469,,
"20064","Enrolment in lower secondary education, both sexes (number)","COK","Cook Islands","2015","2015",1106,,
"20064","Enrolment in lower secondary education, both sexes (number)","CRI","Costa Rica","2015","2015",291331,,
"20064","Enrolment in lower secondary education, both sexes (number)","CIV","Côte d'Ivoire","2015","2015",1179457,,
"20064","Enrolment in lower secondary education, both sexes (number)","HRV","Croatia","2015","2015",178650,,
"20064","Enrolment in lower secondary education, both sexes (number)","CUB","Cuba","2015","2015",407549,,
"20064","Enrolment in lower secondary education, both sexes (number)","CYP","Cyprus","2015","2015",27142,,
"20064","Enrolment in lower secondary education, both sexes (number)","COD","Democratic Republic of the Congo","2015","2015",2151656,,
"20064","Enrolment in lower secondary education, both sexes (number)","DJI","Djibouti","2015","2015",37930,,
"20064","Enrolment in lower secondary education, both sexes (number)","DMA","Dominica","2015","2015",3623,,
"20064","Enrolment in lower secondary education, both sexes (number)","DOM","Dominican Republic","2015","2015",350642,,
"20064","Enrolment in lower secondary education, both sexes (number)","ECU","Ecuador","2015","2015",1042912,,
"20064","Enrolment in lower secondary education, both sexes (number)","SLV","El Salvador","2015","2015",365708,,
"20064","Enrolment in lower secondary education, both sexes (number)","GNQ","Equatorial Guinea","2015","2015",27027,,
"20064","Enrolment in lower secondary education, both sexes (number)","ERI","Eritrea","2015","2015",147031,,
"20064","Enrolment in lower secondary education, both sexes (number)","EST","Estonia","2015","2015",37202,,
"20064","Enrolment in lower secondary education, both sexes (number)","ETH","Ethiopia","2015","2015",4233091,,
"20064","Enrolment in lower secondary education, both sexes (number)","FJI","Fiji","2015","2015",64708,,
"20064","Enrolment in lower secondary education, both sexes (number)","GMB","Gambia","2015","2015",90176,,
"20064","Enrolment in lower secondary education, both sexes (number)","GEO","Georgia","2015","2015",139467,,
"20064","Enrolment in lower secondary education, both sexes (number)","GHA","Ghana","2015","2015",1591279,,
"20064","Enrolment in lower secondary education, both sexes (number)","GRD","Grenada","2015","2015",5465,,
"20064","Enrolment in lower secondary education, both sexes (number)","GTM","Guatemala","2015","2015",819340,,
"20064","Enrolment in lower secondary education, both sexes (number)","VAT","Holy See","2015","2015",,"a","Category not applicable"
"20064","Enrolment in lower secondary education, both sexes (number)","HND","Honduras","2015","2015",398955,,
"20064","Enrolment in lower secondary education, both sexes (number)","HKG","China, Hong Kong Special Administrative Region","2015","2015",182824,,
"20064","Enrolment in lower secondary education, both sexes (number)","IND","India","2015","2015",66459545,,
"20064","Enrolment in lower secondary education, both sexes (number)","IDN","Indonesia","2015","2015",13400196,,
"20064","Enrolment in lower secondary education, both sexes (number)","ISR","Israel","2015","2015",407083,,
"20064","Enrolment in lower secondary education, both sexes (number)","JAM","Jamaica","2015","2015",131074,,
"20064","Enrolment in lower secondary education, both sexes (number)","KAZ","Kazakhstan","2015","2015",1209328,,
"20064","Enrolment in lower secondary education, both sexes (number)","KEN","Kenya","2015","2015",2168264,,
"20064","Enrolment in lower secondary education, both sexes (number)","KIR","Kiribati","2015","2015",6667,,
"20064","Enrolment in lower secondary education, both sexes (number)","KGZ","Kyrgyzstan","2015","2015",472155,,
"20064","Enrolment in lower secondary education, both sexes (number)","LAO","Lao People's Democratic Republic","2015","2015",444026,,
"20064","Enrolment in lower secondary education, both sexes (number)","LVA","Latvia","2015","2015",55331,,
"20064","Enrolment in lower secondary education, both sexes (number)","LBN","Lebanon","2015","2015",205067,,
"20064","Enrolment in lower secondary education, both sexes (number)","LSO","Lesotho","2015","2015",93098,,
"20064","Enrolment in lower secondary education, both sexes (number)","LBR","Liberia","2015","2015",142069,,
"20064","Enrolment in lower secondary education, both sexes (number)","LIE","Liechtenstein","2015","2015",1563,,
"20064","Enrolment in lower secondary education, both sexes (number)","LTU","Lithuania","2015","2015",182697,,
"20064","Enrolment in lower secondary education, both sexes (number)","MKD","North Macedonia","2015","2015",84920,,
"20064","Enrolment in lower secondary education, both sexes (number)","MDG","Madagascar","2015","2015",1162613,"‡","UIS Estimation"
"20064","Enrolment in lower secondary education, both sexes (number)","MWI","Malawi","2015","2015",794771,"‡","UIS Estimation"
"20064","Enrolment in lower secondary education, both sexes (number)","MYS","Malaysia","2015","2015",1432681,,
"20064","Enrolment in lower secondary education, both sexes (number)","MDV","Maldives","2015","2015",18096,,
"20064","Enrolment in lower secondary education, both sexes (number)","MLI","Mali","2015","2015",631814,,
"20064","Enrolment in lower secondary education, both sexes (number)","MLT","Malta","2015","2015",12533,,
"20064","Enrolment in lower secondary education, both sexes (number)","MHL","Marshall Islands","2015","2015",4073,,
"20064","Enrolment in lower secondary education, both sexes (number)","MRT","Mauritania","2015","2015",135197,,
"20064","Enrolment in lower secondary education, both sexes (number)","MUS","Mauritius","2015","2015",63584,,
"20064","Enrolment in lower secondary education, both sexes (number)","FSM","Micronesia (Federated States of)","2015","2015",4151,,
"20064","Enrolment in lower secondary education, both sexes (number)","MDA","Republic of Moldova","2015","2015",162305,,
"20064","Enrolment in lower secondary education, both sexes (number)","MCO","Monaco","2015","2015",1849,,
"20064","Enrolment in lower secondary education, both sexes (number)","MAR","Morocco","2015","2015",1666650,"‡","UIS Estimation"
"20064","Enrolment in lower secondary education, both sexes (number)","MOZ","Mozambique","2015","2015",804696,"‡","UIS Estimation"
"20064","Enrolment in lower secondary education, both sexes (number)","NPL","Nepal","2015","2015",1835313,,
"20064","Enrolment in lower secondary education, both sexes (number)","NER","Niger","2015","2015",481775,,
"20064","Enrolment in lower secondary education, both sexes (number)","NGA","Nigeria","2015","2015",6180291,,
"20064","Enrolment in lower secondary education, both sexes (number)","NIU","Niue","2015","2015",119,,
"20064","Enrolment in lower secondary education, both sexes (number)","PSE","Palestine","2015","2015",580962,,
"20064","Enrolment in lower secondary education, both sexes (number)","OMN","Oman","2015","2015",149261,,
"20064","Enrolment in lower secondary education, both sexes (number)","PAK","Pakistan","2015","2015",6582173,,
"20064","Enrolment in lower secondary education, both sexes (number)","PAN","Panama","2015","2015",194578,,
"20064","Enrolment in lower secondary education, both sexes (number)","PER","Peru","2015","2015",1685810,,
"20064","Enrolment in lower secondary education, both sexes (number)","PHL","Philippines","2015","2015",5695628,,
"20064","Enrolment in lower secondary education, both sexes (number)","PRI","Puerto Rico","2015","2015",144627,,
"20064","Enrolment in lower secondary education, both sexes (number)","QAT","Qatar","2015","2015",51852,,
"20064","Enrolment in lower secondary education, both sexes (number)","ROU","Romania","2015","2015",785100,,
"20064","Enrolment in lower secondary education, both sexes (number)","RUS","Russian Federation","2015","2015",6548824,,
"20064","Enrolment in lower secondary education, both sexes (number)","RWA","Rwanda","2015","2015",336442,,
"20064","Enrolment in lower secondary education, both sexes (number)","KNA","Saint Kitts and Nevis","2015","2015",2657,,
"20064","Enrolment in lower secondary education, both sexes (number)","LCA","Saint Lucia","2015","2015",8016,,
"20064","Enrolment in lower secondary education, both sexes (number)","VCT","Saint Vincent and the Grenadines","2015","2015",6861,,
"20064","Enrolment in lower secondary education, both sexes (number)","WSM","Samoa","2015","2015",9252,,
"20064","Enrolment in lower secondary education, both sexes (number)","STP","Sao Tome and Principe","2015","2015",14677,,
"20064","Enrolment in lower secondary education, both sexes (number)","SAU","Saudi Arabia","2015","2015",1637065,,
"20064","Enrolment in lower secondary education, both sexes (number)","SEN","Senegal","2015","2015",806476,"‡","UIS Estimation"
"20064","Enrolment in lower secondary education, both sexes (number)","SYC","Seychelles","2015","2015",4290,,
"20064","Enrolment in lower secondary education, both sexes (number)","SLE","Sierra Leone","2015","2015",289465,,
"20064","Enrolment in lower secondary education, both sexes (number)","SVN","Slovenia","2015","2015",54595,,
"20064","Enrolment in lower secondary education, both sexes (number)","SLB","Solomon Islands","2015","2015",32270,,
"20064","Enrolment in lower secondary education, both sexes (number)","ZAF","South Africa","2015","2015",2031525,,
"20064","Enrolment in lower secondary education, both sexes (number)","LKA","Sri Lanka","2015","2015",1347855,,
"20064","Enrolment in lower secondary education, both sexes (number)","SDN","Sudan","2015","2015",1027071,,
"20064","Enrolment in lower secondary education, both sexes (number)","SUR","Suriname","2015","2015",39352,,
"20064","Enrolment in lower secondary education, both sexes (number)","SWZ","Eswatini","2015","2015",68375,,
"20064","Enrolment in lower secondary education, both sexes (number)","TJK","Tajikistan","2015","2015",822269,,
"20064","Enrolment in lower secondary education, both sexes (number)","TZA","United Republic of Tanzania","2015","2015",1648359,,
"20064","Enrolment in lower secondary education, both sexes (number)","THA","Thailand","2015","2015",3290393,,
"20064","Enrolment in lower secondary education, both sexes (number)","TLS","Timor-Leste","2015","2015",77892,,
"20064","Enrolment in lower secondary education, both sexes (number)","TON","Tonga","2015","2015",12868,,
"20064","Enrolment in lower secondary education, both sexes (number)","TUN","Tunisia","2015","2015",488098,,
"20064","Enrolment in lower secondary education, both sexes (number)","TCA","Turks and Caicos Islands","2015","2015",1213,,
"20064","Enrolment in lower secondary education, both sexes (number)","UKR","Ukraine","2015","2015",1714321,,
"20064","Enrolment in lower secondary education, both sexes (number)","ARE","United Arab Emirates","2015","2015",259709,,
"20064","Enrolment in lower secondary education, both sexes (number)","URY","Uruguay","2015","2015",179820,,
"20064","Enrolment in lower secondary education, both sexes (number)","UZB","Uzbekistan","2015","2015",2405119,,
"20064","Enrolment in lower secondary education, both sexes (number)","VUT","Vanuatu","2015","2015",15232,,
"20064","Enrolment in lower secondary education, both sexes (number)","VEN","Venezuela (Bolivarian Republic of)","2015","2015",1645980,,
"20064","Enrolment in lower secondary education, both sexes (number)","VNM","Viet Nam","2015","2015",5098825,,
"20064","Enrolment in lower secondary education, both sexes (number)","ZMB","Zambia","2015","2015",470961,,
"20064","Enrolment in lower secondary education, both sexes (number)","MAC","China, Macao Special Administrative Region","2015","2015",14077,,
"20064","Enrolment in lower secondary education, both sexes (number)","SRB","Serbia","2015","2015",290324,,
"20064","Enrolment in lower secondary education, both sexes (number)","MNE","Montenegro","2015","2015",31140,,
"20064","Enrolment in lower secondary education, both sexes (number)","SSD","South Sudan","2015","2015",107654,,
"20070","Enrolment in upper secondary education, both sexes (number)","AUS","Australia","2015","2015",1300830,,
"20070","Enrolment in upper secondary education, both sexes (number)","AUT","Austria","2015","2015",357536.08535,,
"20070","Enrolment in upper secondary education, both sexes (number)","BEL","Belgium","2015","2015",773339,,
"20070","Enrolment in upper secondary education, both sexes (number)","CAN","Canada","2015","2015",1489997,,
"20070","Enrolment in upper secondary education, both sexes (number)","CZE","Czechia","2015","2015",400050,,
"20070","Enrolment in upper secondary education, both sexes (number)","DNK","Denmark","2015","2015",311594,,
"20070","Enrolment in upper secondary education, both sexes (number)","FIN","Finland","2015","2015",361678,,
"20070","Enrolment in upper secondary education, both sexes (number)","FRA","France","2015","2015",2606528,,
"20070","Enrolment in upper secondary education, both sexes (number)","DEU","Germany","2015","2015",2569631.4214,,
"20070","Enrolment in upper secondary education, both sexes (number)","GRC","Greece","2015","2015",341987,,
"20070","Enrolment in upper secondary education, both sexes (number)","HUN","Hungary","2015","2015",441327,,
"20070","Enrolment in upper secondary education, both sexes (number)","ISL","Iceland","2015","2015",24104,,
"20070","Enrolment in upper secondary education, both sexes (number)","IRL","Ireland","2015","2015",164989,,
"20070","Enrolment in upper secondary education, both sexes (number)","ITA","Italy","2015","2015",2833176,,
"20070","Enrolment in upper secondary education, both sexes (number)","JPN","Japan","2015","2015",3669912,,
"20070","Enrolment in upper secondary education, both sexes (number)","KOR","Republic of Korea","2015","2015",1798781,,
"20070","Enrolment in upper secondary education, both sexes (number)","LUX","Luxembourg","2015","2015",25367,,
"20070","Enrolment in upper secondary education, both sexes (number)","MEX","Mexico","2015","2015",4813165,,
"20070","Enrolment in upper secondary education, both sexes (number)","NLD","Netherlands","2015","2015",797021,,
"20070","Enrolment in upper secondary education, both sexes (number)","NZL","New Zealand","2015","2015",245255.35143,,
"20070","Enrolment in upper secondary education, both sexes (number)","NOR","Norway","2015","2015",248942,,
"20070","Enrolment in upper secondary education, both sexes (number)","POL","Poland","2015","2015",1431508,,
"20070","Enrolment in upper secondary education, both sexes (number)","PRT","Portugal","2015","2015",393618,,
"20070","Enrolment in upper secondary education, both sexes (number)","SVK","Slovakia","2015","2015",200361,,
"20070","Enrolment in upper secondary education, both sexes (number)","ESP","Spain","2015","2015",1688334,,
"20070","Enrolment in upper secondary education, both sexes (number)","SWE","Sweden","2015","2015",510391,,
"20070","Enrolment in upper secondary education, both sexes (number)","CHE","Switzerland","2015","2015",352841,,
"20070","Enrolment in upper secondary education, both sexes (number)","TUR","Turkey","2015","2015",5691071,,
"20070","Enrolment in upper secondary education, both sexes (number)","GBR","United Kingdom of Great Britain and Northern Ireland","2015","2015",4039995.88483,,
"20070","Enrolment in upper secondary education, both sexes (number)","USA","United States of America","2015","2015",11868376.50674,,
"20070","Enrolment in upper secondary education, both sexes (number)","AFG","Afghanistan","2015","2015",982291,,
"20070","Enrolment in upper secondary education, both sexes (number)","ALB","Albania","2015","2015",140042,,
"20070","Enrolment in upper secondary education, both sexes (number)","AND","Andorra","2015","2015",1373,,
"20070","Enrolment in upper secondary education, both sexes (number)","ATG","Antigua and Barbuda","2015","2015",2601,,
"20070","Enrolment in upper secondary education, both sexes (number)","ARG","Argentina","2015","2015",1778878,,
"20070","Enrolment in upper secondary education, both sexes (number)","ARM","Armenia","2015","2015",96649,,
"20070","Enrolment in upper secondary education, both sexes (number)","BHS","Bahamas","2015","2015",12550,,
"20070","Enrolment in upper secondary education, both sexes (number)","BHR","Bahrain","2015","2015",45118,,
"20070","Enrolment in upper secondary education, both sexes (number)","BGD","Bangladesh","2015","2015",6319713,,
"20070","Enrolment in upper secondary education, both sexes (number)","BRB","Barbados","2015","2015",8403,,
"20070","Enrolment in upper secondary education, both sexes (number)","BLR","Belarus","2015","2015",199554,,
"20070","Enrolment in upper secondary education, both sexes (number)","BLZ","Belize","2015","2015",9213,,
"20070","Enrolment in upper secondary education, both sexes (number)","BEN","Benin","2015","2015",256847,,
"20070","Enrolment in upper secondary education, both sexes (number)","BMU","Bermuda","2015","2015",2167,,
"20070","Enrolment in upper secondary education, both sexes (number)","BTN","Bhutan","2015","2015",20642,,
"20070","Enrolment in upper secondary education, both sexes (number)","BOL","Bolivia (Plurinational State of)","2015","2015",781286,,
"20070","Enrolment in upper secondary education, both sexes (number)","BIH","Bosnia and Herzegovina","2015","2015",143881,,
"20070","Enrolment in upper secondary education, both sexes (number)","BRA","Brazil","2015","2015",9687129,,
"20070","Enrolment in upper secondary education, both sexes (number)","VGB","British Virgin Islands","2015","2015",649,,
"20070","Enrolment in upper secondary education, both sexes (number)","BRN","Brunei Darussalam","2015","2015",32909,,
"20070","Enrolment in upper secondary education, both sexes (number)","BGR","Bulgaria","2015","2015",277734,,
"20070","Enrolment in upper secondary education, both sexes (number)","BFA","Burkina Faso","2015","2015",153226,,
"20070","Enrolment in upper secondary education, both sexes (number)","BDI","Burundi","2015","2015",164406,,
"20070","Enrolment in upper secondary education, both sexes (number)","KHM","Cambodia","2015","2015",276195,,
"20070","Enrolment in upper secondary education, both sexes (number)","CMR","Cameroon","2015","2015",637915,,
"20070","Enrolment in upper secondary education, both sexes (number)","CPV","Cabo Verde","2015","2015",23725,,
"20070","Enrolment in upper secondary education, both sexes (number)","TCD","Chad","2015","2015",155832,,
"20070","Enrolment in upper secondary education, both sexes (number)","CHL","Chile","2015","2015",1032153,,
"20070","Enrolment in upper secondary education, both sexes (number)","CHN","China","2015","2015",41716393,,
"20070","Enrolment in upper secondary education, both sexes (number)","COL","Colombia","2015","2015",1335494,,
"20070","Enrolment in upper secondary education, both sexes (number)","COK","Cook Islands","2015","2015",618,,
"20070","Enrolment in upper secondary education, both sexes (number)","CRI","Costa Rica","2015","2015",168921,,
"20070","Enrolment in upper secondary education, both sexes (number)","CIV","Côte d'Ivoire","2015","2015",407891,,
"20070","Enrolment in upper secondary education, both sexes (number)","HRV","Croatia","2015","2015",181555,,
"20070","Enrolment in upper secondary education, both sexes (number)","CUB","Cuba","2015","2015",417506,,
"20070","Enrolment in upper secondary education, both sexes (number)","CYP","Cyprus","2015","2015",30019,,
"20070","Enrolment in upper secondary education, both sexes (number)","COD","Democratic Republic of the Congo","2015","2015",2467239,,
"20070","Enrolment in upper secondary education, both sexes (number)","DJI","Djibouti","2015","2015",21553,,
"20070","Enrolment in upper secondary education, both sexes (number)","DMA","Dominica","2015","2015",1938,,
"20070","Enrolment in upper secondary education, both sexes (number)","DOM","Dominican Republic","2015","2015",578851,,
"20070","Enrolment in upper secondary education, both sexes (number)","ECU","Ecuador","2015","2015",889441,,
"20070","Enrolment in upper secondary education, both sexes (number)","SLV","El Salvador","2015","2015",234239,,
"20070","Enrolment in upper secondary education, both sexes (number)","ERI","Eritrea","2015","2015",98775,,
"20070","Enrolment in upper secondary education, both sexes (number)","EST","Estonia","2015","2015",40708,,
"20070","Enrolment in upper secondary education, both sexes (number)","ETH","Ethiopia","2015","2015",795587,,
"20070","Enrolment in upper secondary education, both sexes (number)","GEO","Georgia","2015","2015",138407,,
"20070","Enrolment in upper secondary education, both sexes (number)","GHA","Ghana","2015","2015",848222,,
"20070","Enrolment in upper secondary education, both sexes (number)","GRD","Grenada","2015","2015",3844,,
"20070","Enrolment in upper secondary education, both sexes (number)","GTM","Guatemala","2015","2015",401312,,
"20070","Enrolment in upper secondary education, both sexes (number)","VAT","Holy See","2015","2015",,"a","Category not applicable"
"20070","Enrolment in upper secondary education, both sexes (number)","HND","Honduras","2015","2015",238772,,
"20070","Enrolment in upper secondary education, both sexes (number)","HKG","China, Hong Kong Special Administrative Region","2015","2015",211128,,
"20070","Enrolment in upper secondary education, both sexes (number)","IND","India","2015","2015",63082513,,
"20070","Enrolment in upper secondary education, both sexes (number)","IDN","Indonesia","2015","2015",10356120,,
"20070","Enrolment in upper secondary education, both sexes (number)","ISR","Israel","2015","2015",377669,,
"20070","Enrolment in upper secondary education, both sexes (number)","JAM","Jamaica","2015","2015",84126,,
"20070","Enrolment in upper secondary education, both sexes (number)","KAZ","Kazakhstan","2015","2015",469946,,
"20070","Enrolment in upper secondary education, both sexes (number)","KGZ","Kyrgyzstan","2015","2015",171252,,
"20070","Enrolment in upper secondary education, both sexes (number)","LAO","Lao People's Democratic Republic","2015","2015",196205,,
"20070","Enrolment in upper secondary education, both sexes (number)","LVA","Latvia","2015","2015",62430,,
"20070","Enrolment in upper secondary education, both sexes (number)","LBN","Lebanon","2015","2015",177360,,
"20070","Enrolment in upper secondary education, both sexes (number)","LSO","Lesotho","2015","2015",40336,,
"20070","Enrolment in upper secondary education, both sexes (number)","LBR","Liberia","2015","2015",84763,,
"20070","Enrolment in upper secondary education, both sexes (number)","LIE","Liechtenstein","2015","2015",1786,,
"20070","Enrolment in upper secondary education, both sexes (number)","LTU","Lithuania","2015","2015",80545,,
"20070","Enrolment in upper secondary education, both sexes (number)","MKD","North Macedonia","2015","2015",84047,,
"20070","Enrolment in upper secondary education, both sexes (number)","MDG","Madagascar","2015","2015",373596,"‡","UIS Estimation"
"20070","Enrolment in upper secondary education, both sexes (number)","MWI","Malawi","2015","2015",166818,,
"20070","Enrolment in upper secondary education, both sexes (number)","MYS","Malaysia","2015","2015",1368758,,
"20070","Enrolment in upper secondary education, both sexes (number)","MLI","Mali","2015","2015",313670,,
"20070","Enrolment in upper secondary education, both sexes (number)","MLT","Malta","2015","2015",16901,,
"20070","Enrolment in upper secondary education, both sexes (number)","MHL","Marshall Islands","2015","2015",1381,,
"20070","Enrolment in upper secondary education, both sexes (number)","MRT","Mauritania","2015","2015",52363,,
"20070","Enrolment in upper secondary education, both sexes (number)","MUS","Mauritius","2015","2015",65424,,
"20070","Enrolment in upper secondary education, both sexes (number)","MDA","Republic of Moldova","2015","2015",70955,,
